id,email,name,address,grade,tnp,twp,tt,nf,fo,mo,fq,mq,arr,attendance %,ias,fee_late,teacher_rating,previous_visits,assignment,assignment_due_date,assignment_submitted,summary_self_check_in,ge
1161,shrinkhala9@school.com,Shrinkhala Basnet,Bharatpur,10,86,63,1.84,17,Other,Others,Degree,Degree,Y,84.86,17,Overdue,4,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 14:59:59,05/03/2023 19:59:59,01/04/2023 11:59:59,19/04/2023 02:59:59","Honestly, I'm frustrated because Mathematics is stressing me out.",M
1162,keki10@school.com,Keki Basnet,Pokhara,10,63,87,1.8,14,Retired,Others,10,Degree,N,81.23,12,Overdue,3,2,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 14:59:59,05/03/2023 08:59:59,27/03/2023 18:59:59,16/04/2023 12:59:59","Lately, I've been distracted because Mathematics is stressing me out.",F
1163,arpan10@school.com,Arpan Shah,Dharan,12,79,66,1.41,18,Business,Others,Degree,IL,Y,46.01,39,Overdue,1,4,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","01/03/2023 11:59:59,20/03/2023 20:59:59,06/04/2023 22:59:59,25/04/2023 19:59:59","Lately, I've been tense because Chemistry is too much right now.",M
1164,priyanka10@school.com,Priyanka KC,Ghorahi,9,67,3,0.82,15,Retired,Service,PG,12,Y,67.51,37,Paid,3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 12:59:59,13/03/2023 02:59:59,31/03/2023 17:59:59,21/04/2023 09:59:59","To be fair, I'm low because English is stressing me out.",M
1165,sushma14@school.com,Sushma Magar,Itahari,10,96,88,1.73,8,Retired,Retired,UM,Degree,N,95.14,85,Paid,3,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","16/02/2023 00:59:59,07/03/2023 05:59:59,29/03/2023 02:59:59,17/04/2023 18:59:59","Things are busy, and Physics is moving along.",M
1166,bipin4@school.com,Bipin Shah,Birgunj,10,87,51,0.87,2,Other,Service,UM,Degree,Y,62.24,27,Overdue,3,6,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","24/02/2023 00:59:59,19/03/2023 07:59:59,08/04/2023 23:59:59,28/04/2023 08:59:59","Honestly, I'm lonely because Mathematics is causing me some anxiety.",M
1167,priyanka11@school.com,Priyanka Basnet,Lalitpur,9,39,7,1.06,11,Business,Service,UM,10,Y,80.47,33,Paid,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 04:59:59,14/03/2023 02:59:59,30/03/2023 04:59:59,15/04/2023 03:59:59",I'm feeling disinterested because Physics is too much right now.,M
1168,sunil10@school.com,Sunil Raut,Kathmandu,10,36,97,0.53,12,Retired,Retired,10,IL,N,65.63,4,Paid,5,4,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 13:59:59,08/03/2023 16:59:59,01/04/2023 23:59:59,19/04/2023 01:59:59",I'm feeling confused because Mathematics is too much right now.,M
1169,keki11@school.com,Keki Lamichhane,Itahari,12,29,85,1.06,3,Retired,Service,PG,PG,N,92.19,29,Paid,5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 02:59:59,12/03/2023 07:59:59,01/04/2023 16:59:59,20/04/2023 23:59:59","Honestly, I'm hopeless because Mathematics is causing me some anxiety.",M
1170,rajesh7@school.com,Rajesh Baniya,Ghorahi,9,94,56,1.67,11,Service,Housewife,10,10,Y,58.12,39,Paid,1,5,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","23/02/2023 13:59:59,19/03/2023 20:59:59,04/04/2023 04:59:59,25/04/2023 22:59:59",I'm feeling stressed because Physics is hard to keep up with.,F
1171,dayahang6@school.com,Dayahang Basnet,Itahari,12,92,84,1.25,17,Business,Housewife,IL,Degree,N,85.23,83,Paid,5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 21:59:59,13/03/2023 22:59:59,30/03/2023 00:59:59,22/04/2023 15:59:59","Mostly okay, and Physics is just another task.",F
1172,sandeep7@school.com,Sandeep Malla,Pokhara,10,51,48,0.52,15,Business,Housewife,PG,PG,Y,63.52,60,Overdue,1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","19/02/2023 17:59:59,07/03/2023 05:59:59,29/03/2023 19:59:59,17/04/2023 04:59:59","To be fair, I'm overwhelmed because Physics is confusing for me.",F
1173,anmol10@school.com,Anmol Shah,Janakpur,12,93,68,0.92,12,Retired,Business,UM,PG,Y,58.96,33,Paid,2,4,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","21/02/2023 17:59:59,16/03/2023 08:59:59,12/04/2023 10:59:59,01/05/2023 07:59:59","Honestly, I'm hopeless because Biology is taking up all my energy.",F
1174,sunil11@school.com,Sunil Paudel,Ghorahi,12,86,80,0.46,19,Service,Service,IL,10,N,66.24,21,Paid,5,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","16/02/2023 14:59:59,09/03/2023 18:59:59,01/04/2023 06:59:59,17/04/2023 05:59:59","To be fair, I'm burnt out because Biology is hard to keep up with.",M
1175,shilpa11@school.com,Shilpa Shrestha,Hetauda,12,56,59,0.3,6,Farmer,Retired,12,PG,N,78.82,4,Overdue,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","12/02/2023 13:59:59,08/03/2023 17:59:59,27/03/2023 18:59:59,22/04/2023 08:59:59","Currently, I'm confused because Biology is taking up all my energy.",F
1176,shilpa12@school.com,Shilpa Tamang,Itahari,9,67,35,1.97,12,Other,Service,10,12,N,98.07,28,Overdue,3,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 00:59:59,14/03/2023 17:59:59,25/03/2023 23:59:59,21/04/2023 01:59:59","Currently, I'm disinterested because Nepali is confusing for me.",F
1177,shilpa13@school.com,Shilpa Karki,Itahari,12,25,62,1.63,3,Business,Others,IL,PG,N,80.3,41,Overdue,3,3,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","15/02/2023 04:59:59,07/03/2023 08:59:59,30/03/2023 14:59:59,21/04/2023 07:59:59","Currently, I'm confused because Physics is taking up all my energy.",F
1178,shilpa14@school.com,Shilpa Karki,Pokhara,9,99,99,1.03,1,Retired,Business,Degree,PG,N,97.29,81,Paid,2,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","14/02/2023 10:59:59,12/03/2023 01:59:59,26/03/2023 07:59:59,16/04/2023 19:59:59","Things are doing as usual, and Physics is part of my routine.",F
1179,nischal10@school.com,Nischal Hamal,Pokhara,11,98,54,1.82,12,Farmer,Others,12,10,Y,83.67,84,Overdue,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 21:59:59,07/03/2023 23:59:59,04/04/2023 02:59:59,23/04/2023 08:59:59","Lately, I've been overwhelmed because Physics is where I'm struggling the most.",F
1180,swastima14@school.com,Swastima KC,Lalitpur,10,74,4,1.99,7,Other,Retired,Degree,12,Y,86.18,70,Paid,5,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","13/02/2023 03:59:59,08/03/2023 08:59:59,01/04/2023 13:59:59,19/04/2023 22:59:59","To be fair, I'm unmotivated because Physics is causing me some anxiety.",M
1181,rekha4@school.com,Rekha Basnet,Janakpur,11,84,99,1.67,6,Farmer,Retired,12,UM,N,96.59,97,Paid,2,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 03:59:59,06/03/2023 01:59:59,31/03/2023 19:59:59,21/04/2023 12:59:59","I'm vibrant, and English is helping me learn a lot.",F
1182,shrinkhala10@school.com,Shrinkhala Paudel,Janakpur,10,83,94,1.47,17,Other,Business,UM,12,Y,99.37,47,Overdue,3,1,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 20:59:59,04/03/2023 18:59:59,02/04/2023 14:59:59,19/04/2023 11:59:59","To be fair, I'm burnt out because Chemistry is causing me some anxiety.",F
1183,rekha5@school.com,Rekha Thapa,Butwal,12,86,59,0.15,13,Business,Housewife,12,12,Y,42.57,19,Paid,5,8,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","01/03/2023 08:59:59,17/03/2023 01:59:59,04/04/2023 08:59:59,29/04/2023 13:59:59","Currently, I'm stressed because Mathematics is taking up all my energy.",F
1184,aayush8@school.com,Aayush Pathak,Dhangadhi,12,47,26,1.25,17,Business,Retired,IL,PG,N,67.26,91,Paid,3,1,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 20:59:59,10/03/2023 08:59:59,30/03/2023 06:59:59,20/04/2023 03:59:59","Currently vibrant, and Biology is manageable.",M
1185,rekha6@school.com,Rekha Khatiwada,Pokhara,9,2,52,1.26,17,Other,Others,IL,Degree,Y,78.11,80,Paid,3,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 23:59:59,10/03/2023 07:59:59,30/03/2023 03:59:59,20/04/2023 04:59:59","Honestly, I'm anxious because English is hard to keep up with.",M
1186,anmol11@school.com,Anmol Shah,Butwal,9,57,97,0.34,10,Farmer,Housewife,12,IL,N,67.97,33,Paid,5,1,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","11/02/2023 21:59:59,09/03/2023 10:59:59,31/03/2023 08:59:59,20/04/2023 22:59:59","Honestly, I'm very tired because English is causing me some anxiety.",F
1187,sandeep8@school.com,Sandeep Karki,Lalitpur,11,85,56,1.87,6,Retired,Business,Degree,12,Y,50.23,21,Overdue,4,8,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","27/02/2023 07:59:59,18/03/2023 08:59:59,09/04/2023 02:59:59,28/04/2023 11:59:59","Currently, I'm low because Physics is causing me some anxiety.",F
1188,saugat13@school.com,Saugat Lamichhane,Pokhara,10,65,59,1.57,7,Service,Service,10,PG,N,83.33,62,Paid,2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","18/02/2023 00:59:59,09/03/2023 19:59:59,31/03/2023 00:59:59,19/04/2023 13:59:59","Mostly balanced, and Physics is part of my routine.",M
1189,sunil12@school.com,Sunil Shrestha,Birgunj,9,96,93,1.25,16,Service,Others,10,PG,N,98.14,87,Paid,1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 00:59:59,12/03/2023 02:59:59,29/03/2023 08:59:59,17/04/2023 06:59:59","Everything is great, especially since calm, and Physics is going well.",F
1190,keki12@school.com,Keki Karki,Bharatpur,11,83,22,1.61,17,Business,Business,10,12,Y,65.52,66,Paid,3,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","16/02/2023 07:59:59,08/03/2023 14:59:59,04/04/2023 11:59:59,26/04/2023 01:59:59","To be fair, I'm lonely because Biology is stressing me out.",M
1191,sandeep9@school.com,Sandeep Khadka,Birgunj,11,2,84,1.22,9,Business,Housewife,IL,UM,N,68.96,85,Paid,1,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 19:59:59,07/03/2023 15:59:59,31/03/2023 15:59:59,25/04/2023 22:59:59","Mostly a bit tired, and Physics is moving along.",F
1192,paras6@school.com,Paras Shah,Bharatpur,11,83,52,0.95,17,Retired,Service,Degree,Degree,Y,53.6,35,Overdue,3,5,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","24/02/2023 11:59:59,19/03/2023 04:59:59,13/04/2023 00:59:59,02/05/2023 13:59:59","Lately, I've been anxious because English is too much right now.",M
1193,barsha5@school.com,Barsha Paudel,Dhangadhi,12,65,76,1.52,1,Business,Others,IL,Degree,N,98.38,53,Paid,1,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","14/02/2023 15:59:59,13/03/2023 21:59:59,01/04/2023 12:59:59,21/04/2023 12:59:59","Things are busy, and Chemistry is staying the same.",F
1194,rekha7@school.com,Rekha Raut,Janakpur,9,91,58,1.51,16,Farmer,Housewife,12,10,Y,55.14,34,Paid,3,5,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","25/02/2023 02:59:59,25/03/2023 22:59:59,12/04/2023 02:59:59,27/04/2023 02:59:59","Currently, I'm isolated because English is causing me some anxiety.",M
1195,barsha6@school.com,Barsha Karki,Pokhara,10,23,49,0.6,3,Other,Business,IL,PG,Y,68.94,58,Paid,1,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 06:59:59,04/03/2023 15:59:59,01/04/2023 20:59:59,15/04/2023 15:59:59","Honestly, I'm very tired because Mathematics is causing me some anxiety.",F
1196,keki13@school.com,Keki Pathak,Bharatpur,9,49,46,1.36,14,Other,Others,UM,UM,Y,76.56,67,Paid,1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 07:59:59,09/03/2023 01:59:59,26/03/2023 23:59:59,21/04/2023 01:59:59","To be fair, I'm hopeless because Nepali is too much right now.",M
1197,saugat14@school.com,Saugat Paudel,Janakpur,11,5,89,1.36,1,Other,Retired,Degree,UM,N,93.33,58,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","17/02/2023 17:59:59,06/03/2023 11:59:59,03/04/2023 10:59:59,21/04/2023 19:59:59","I'm feeling balanced, and Biology is following the plan.",F
1198,namrata12@school.com,Namrata Raut,Butwal,10,59,13,1.51,8,Business,Business,10,Degree,N,62.51,94,Paid,2,0,"T189_Physics_LabReport_1_03/02/2023,T328_Physics_LabReport_2_22/02/2023,T658_Mathematics_HW_3_17/03/2023,T323_Chemistry_LabReport_4_05/04/2023","17/02/2023 23:59:59,08/03/2023 23:59:59,31/03/2023 23:59:59,19/04/2023 23:59:59","17/02/2023 07:59:59,06/03/2023 17:59:59,27/03/2023 12:59:59,17/04/2023 06:59:59","Currently, I'm disinterested because Physics is causing me some anxiety.",F
1199,namrata13@school.com,Namrata Paudel,Ghorahi,9,60,73,1.59,8,Retired,Service,12,PG,Y,69.69,34,Paid,1,0,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","15/02/2023 16:59:59,12/03/2023 16:59:59,01/04/2023 15:59:59,19/04/2023 08:59:59","To be fair, I'm burnt out because English is taking up all my energy.",F
1200,arpan11@school.com,Arpan Paudel,Biratnagar,12,87,82,0.28,8,Farmer,Others,Degree,UM,N,93.38,89,Paid,2,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","18/02/2023 04:59:59,10/03/2023 08:59:59,30/03/2023 17:59:59,21/04/2023 06:59:59","Everything is great, especially since satisfied, and Mathematics is going well.",M
1201,sushma15@school.com,Sushma Gurung,Dharan,11,90,65,1.02,11,Retired,Business,PG,PG,Y,44.14,42,Overdue,5,10,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","26/02/2023 09:59:59,17/03/2023 09:59:59,10/04/2023 00:59:59,06/05/2023 06:59:59",I'm feeling very tired because Biology is too much right now.,M
1202,saugat15@school.com,Saugat Gurung,Butwal,11,39,84,1.11,17,Other,Business,UM,Degree,Y,95.4,47,Paid,3,3,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","11/02/2023 14:59:59,12/03/2023 19:59:59,03/04/2023 06:59:59,24/04/2023 21:59:59","To be fair, I'm low because Biology is causing me some anxiety.",F
1203,bipin5@school.com,Bipin Baniya,Dharan,9,78,64,1.15,5,Other,Housewife,PG,IL,Y,63.73,20,Paid,5,5,"T132_Physics_CaseStudy_1_01/02/2023,T328_Nepali_Presentation_2_27/02/2023,T130_Biology_Essay_3_16/03/2023,T195_English_LabReport_4_05/04/2023","15/02/2023 23:59:59,13/03/2023 23:59:59,30/03/2023 23:59:59,19/04/2023 23:59:59","22/02/2023 05:59:59,19/03/2023 00:59:59,09/04/2023 01:59:59,29/04/2023 05:59:59","To be fair, I'm worried because Physics is stressing me out.",M
1204,barsha7@school.com,Barsha Rai,Dhangadhi,11,80,80,1.01,5,Business,Business,UM,10,N,92.32,98,Paid,4,0,"T704_Biology_CaseStudy_1_01/02/2023,T125_English_CaseStudy_2_24/02/2023,T323_Biology_LabReport_3_19/03/2023,T125_Physics_HW_4_10/04/2023","15/02/2023 23:59:59,10/03/2023 23:59:59,02/04/2023 23:59:59,24/04/2023 23:59:59","13/02/2023 05:59:59,06/03/2023 08:59:59,31/03/2023 11:59:59,22/04/2023 23:59:59","Feeling motivated, and Biology is really interesting.",F
1205,nischal11@school.com,Nischal Gurung,Dhangadhi,12,2,14,0.45,17,Farmer,Business,IL,Degree,N,79.22,38,Paid,3,0,"T204_Physics_HW_1_02/02/2023,T658_Mathematics_LabReport_2_25/02/2023,T858_Biology_Project_3_17/03/2023,T328_Chemistry_Presentation_4_07/04/2023","16/02/2023 23:59:59,11/03/2023 23:59:59,31/03/2023 23:59:59,21/04/2023 23:59:59","13/02/2023 16:59:59,09/03/2023 20:59:59,31/03/2023 17:59:59,18/04/2023 05:59:59","To be fair, I'm irritable because Physics is stressing me out.",F
